website;performance;accessibility;seo;best-practices
saat24.news;0.78;0.76;1;0.67
gamingbible.co.uk;0.83;0.93;1;0.8
ars.com;0.95;1;1;1
pwacademy.nl;0.72;0.89;0.82;0.87
sussexlive.co.uk;0.69;0.95;0.91;0.73
steenwijkercourant.nl;0.33;0.79;0.83;0.73
tdfocus.ru;0.68;0.77;0.91;0.6
pintsizedbaker.com;1;0.98;0.83;1
polygamia.pl;0.8;0.94;1;0.87
diakrit.com;0.92;0.79;0.8;0.93
folia-samochodowa.pl;0.54;0.6;0.92;0.67
ihtusa.com;0.53;0.88;0.67;0.53
thesaturdaypaper.com.au;0.9;0.62;0.75;0.73
infoeme.com;0.65;0.93;0.92;0.6
batirama.com;0.53;0.37;0.92;0.6
kamagrapharm.com;0.91;0.93;1;1
dollarsprout.com;0.97;0.95;1;0.73
vevioz.com;0.95;0.84;0.92;0.73
pangoly.com;0.9;0.95;1;0.93
mastersoftwaresolutions.com;0.64;0.67;0.75;0.93
sahamyab.com;0.88;0.8;0.83;0.73
nuxtjs.org;0.96;0.97;0.91;0.93
canligaste.com;0.79;0.78;1;0.67
kitabisa.com;0.84;0.82;0.83;0.87
mayatama.net;0.97;1;0.89;0.87
mariatash.com;0.48;0.76;0.83;0.6
mr-group.ru;0.47;0.74;0.82;0.8
el-com.ru;0.85;0.67;0.91;0.73
rosegal.com;0.5;0.72;0.75;0.53
cowgirlmagazine.com;0.93;0.85;0.83;1
eluniversal.com.mx;0.79;0.69;0.83;0.67
itep.es;0.94;0.86;0.92;0.93
transdev.de;0.86;0.9;0.9;0.87
iprodoc.ru;0.93;0.62;0.91;0.87
framatube.org;0.56;1;0.91;0.87
ozyouzumoney.online;0.3;0.74;0.92;0.67
sector.sk;0.94;0.86;0.92;0.93
forbes.es;0.95;0.98;0.83;0.93
freeaudiolibrary.com;0.93;0.79;0.82;0.87
verangola.net;0.83;0.7;0.75;0.73
theconsoleclub.gr;0.81;0.78;0.82;0.8
stjamesunited.org;0.99;0.92;1;0.8
visual-click.com;0.58;0.79;0.75;0.73
szczecin.eu;0.8;0.82;0.92;0.93
searspartsdirect.com;0.57;0.89;0.92;0.73
americainmuebles.com;0.76;0.75;0.82;0.67
lineups.com;0.94;0.98;1;0.94
sinocom.ru;0.64;0.84;1;0.67
insider.in;0.54;0.82;0.82;0.87
absolutdrinks.com;0.97;0.83;1;1
freiermagazin.com;0.95;0.85;0.64;0.93
cosmomusic.ca;0.72;0.81;0.75;0.87
pamatyklietuvoje.lt;0.9;0.51;0.82;0.87
nextincareer.com;0.98;0.78;1;0.67
beyondthetent.com;0.97;0.97;0.92;0.87
steiff.com;0.75;0.75;0.83;0.93
tui.pl;0.85;0.63;0.83;0.87
gay0day.com;0.85;0.83;1;0.87
chromjuwelen.com;0.85;0.55;0.82;0.87
clubrural.com;0.98;0.96;1;0.93
espanafascinante.com;0.8;0.96;0.75;0.8
mybeautybunny.com;0.75;0.83;0.83;0.87
smashingconf.com;1;1;1;1
choualbox.com;0.96;0.63;0.73;0.8
b4bschwaben.de;0.85;0.64;0.92;0.8
journeywonders.com;1;0.97;0.92;1
hobby.porn;1;0.84;0.92;0.87
drep.org;0.85;0.73;0.82;0.93
wisr.com.au;0.61;0.82;1;0.93
exploringyourmind.com;0.86;0.96;1;0.87
catalove.com;0.89;0.89;1;0.93
emlakpencerem.com;0.98;0.89;1;1
foxy.in;0.92;0.79;0.83;0.73
offtracktravel.ca;0.94;0.97;1;1
fanmusicfest.com;0.8;0.87;0.83;0.8
lifextreme.com.mx;0.99;0.97;1;1
curriqunet.com;0.86;0.98;1;1
profinfo.pl;0.86;0.88;0.92;0.87
nettepet.com;0.65;0.72;0.83;0.8
kreisbote.de;0.96;0.93;0.92;0.8
toptamilnews.com;0.55;0.65;0.83;0.67
fetvameclisi.com;0.98;0.97;1;1
wowkeren.com;0.77;0.7;1;0.8
readingiq.com;0.81;0.9;0.9;0.87
tuskcasino.com;0.72;0.79;1;0.87
goknet.com.tr;0.72;0.86;0.92;0.87
saudijobs24.com;0.82;0.8;0.91;0.67
ijzcg.me;0.38;0.96;0.91;0.93
sowafinansowa.pl;0.99;0.89;0.83;0.8
bitcoinprice.com;0.89;0.85;0.83;0.93
houseofharo.com;0.96;0.91;0.82;1
derelictplaces.co.uk;0.85;0.88;0.91;0.87
ketrade.com.vn;0.25;0.69;0.82;0.87
newslaundry.com;0.89;0.69;0.92;0.87
tuanphong.vn;0.62;0.89;1;1
hydra888.com;0.92;0.74;0.82;0.8
supersports.com;0.56;0.74;0.82;0.8
simply-hentai.com;0.91;0.57;0.82;0.87
monaca.io;0.82;0.79;0.91;0.87
ddtpro.com;0.4;0.62;0.73;0.67
utubemusic.ir;0.88;0.76;0.92;0.87
weplananalytics.com;0.73;0.79;0.64;0.87
teliumnetwork.se;0.96;0.98;1;1
televisa.com;0.34;0.71;1;0.87
heyketomama.com;0.95;0.95;1;1
realas.com;0.76;0.96;0.91;0.87
mahanmk.com;0.96;0.69;0.91;0.67
cheapnikejerseysnfl.com;0.86;0.84;0.82;0.8
cuponomia.com.br;0.88;0.94;0.92;0.93
polymer-library.polymer-project.org;0.96;0.72;0.8;0.93
televet.com;0.94;0.89;1;0.8
mvmco.ir;0.75;0.79;0.73;0.67
ssmt.ir;0.99;0.74;0.73;0.73
lancome.com;0.96;0.98;0.83;1
timheuer.com;0.74;0.96;0.91;0.87
webien.net;0.58;0.75;0.83;0.87
madaracosmetics.com;0.3;0.69;0.75;0.67
plantophiles.com;1;0.95;0.92;1
toreba.net;0.24;0.59;0.83;0.8
ingos.ru;0.37;0.8;0.91;0.67
prepbytes.com;0.63;0.79;0.83;0.87
mysatina.today;0.97;0.79;1;1
maxrebates.com;0.5;0.79;0.92;0.8
air-ua.pilot.ua;0.77;0.91;0.82;0.87
nobitex1.ir;0.72;0.97;1;0.87
yedam.com;0.44;0.68;0.92;0.67
stripchat.com;0.6;0.88;1;0.8
rtcamp.com;0.97;1;1;0.93
rfi.fr;0.96;0.98;1;0.93
edubeans.com;0.87;0.85;0.9;0.8
kishoralo.com;0.9;0.73;0.92;0.8
supernature-forum.de;0.87;0.96;1;1
agora-web.jp;0.78;0.8;0.83;0.67
dealmarkaz.pk;0.97;0.74;0.92;0.87
reichelt.de;0.99;0.9;0.91;0.87
workana.com;0.96;0.82;1;0.8
ecco-verde.it;0.99;0.88;1;0.8
accuride.com;0.86;0.82;1;0.67
careerindia.com;0.94;0.89;0.92;0.67
pendaronline.com;0.81;0.84;0.92;0.73
punkpost.com;0.48;0.83;0.92;0.8
mediavine.com;1;0.97;1;0.87
itsmycareer.com;0.85;0.62;0.91;0.87
baladnaelyoum.com;0.75;0.58;0.92;0.67
thesuppliercentral.com;0.9;0.7;0.82;0.8
dividendchannel.com;0.54;0.63;0.82;0.53
autoportal.com;0.54;0.78;0.92;0.67
whitesmoke.com;0.61;0.69;0.91;0.67
otto.nl;0.73;0.52;0.83;0.93
bennettjones.com;0.75;0.98;1;0.8
sothebysrealty.com;0.48;0.71;0.82;0.8
move.nl;0.79;0.88;0.91;0.93
dcard.tw;0.71;0.98;1;0.87
hes-extraordinary.com;1;0.94;1;0.93
zonacooks.com;0.81;0.97;0.83;0.93
24ur.com;0.85;0.81;0.91;0.8
grailsforum.co.uk;0.99;0.98;1;1
otpbooks.com;0.85;0.79;0.67;0.93
flightio.com;1;0.7;0.91;0.93
photoshoptutorials.ws;1;0.98;1;1
kalaoma.com;0.38;0.65;0.82;0.8
okusno.je;0.57;0.82;0.91;0.8
vppgamingnetwork.com;0.85;0.58;0.73;1
makeup.com.ua;0.86;0.78;1;0.8
hanauer.de;0.96;0.99;0.92;0.88
ljbtc.com;0.82;0.89;0.92;0.87
hashxp.org;1;0.98;1;1
higherperspectives.com;0.99;0.75;0.73;0.93
mail-order-bride.com;0.75;0.97;0.92;0.93
diode.zone;0.94;0.98;1;0.87
billsmachinerepair.com;1;0.79;0.82;1
crio.do;0.39;0.81;0.73;0.8
commentarymagazine.com;0.75;0.89;0.83;0.73
hans-zimmer.com;0.22;0.93;0.9;0.73
hubhopper.com;0.96;0.92;0.75;0.73
edupristine.com;0.52;0.79;0.83;0.47
cokoh.com;0.57;0.92;0.91;0.87
jobatus.es;0.97;0.9;0.92;0.87
buecher.de;1;0.98;1;0.93
staffordshire-live.co.uk;0.77;0.87;0.82;0.73
kuriose-feiertage.de;1;1;1;1
populareverything.com;0.99;0.79;0.73;1
themarket.ch;0.77;0.95;1;0.8
pro-medienmagazin.de;0.73;0.89;1;0.87
joinpouch.com;0.69;0.89;0.91;0.8
yapms.com;0.94;0.73;0.82;0.87
engadin.ch;0.59;0.7;1;0.93
opodo.de;0.5;0.88;0.83;0.67
officesaigon.vn;0.51;0.85;1;0.67
cekpengiriman.com;0.93;0.67;1;1
prokosy.ru;0.93;0.86;0.75;0.73
inpact-hardware.com;0.77;0.78;0.83;0.67
lequipe.fr;0.77;0.84;0.83;0.8
knewz.com;0.95;0.98;1;0.73
santafenewmexican.com;0.49;0.81;0.83;0.73
pelando.com.br;0.98;0.79;0.92;0.87
vitalthrills.com;1;0.97;0.92;1
michaelpage.com;0.72;0.96;1;0.8
tikamoon.com;0.85;0.84;0.92;0.87
myzitate.de;0.99;0.84;1;0.87
nuestrosecreto.com.mx;0.43;0.68;0.92;0.67
pcredivewiki.tw;0.12;0.73;0.82;0.73
motopoland.com.ua;0.6;0.85;0.91;0.87
musictarin.com;0.97;0.67;1;0.87
pubarab.com;0.88;0.63;0.73;0.73
englishcentral.com;0.66;0.74;0.92;0.8
traveltriangle.com;0.49;0.73;0.83;0.6
asoeshop.com;0.64;0.95;0.82;0.67
evropaelire.org;0.94;0.83;1;0.87
bookmygarage.com;0.98;1;1;1
news.abplive.com;0.63;0.73;0.83;0.53
ville-roubaix.fr;0.49;0.83;1;0.93
listennotes.com;1;0.81;0.92;1
goqnotes.com;0.7;0.87;0.92;0.8
songsofjonathanwilson.com;0.84;0.89;1;0.8
pishkhan.com;0.75;0.82;0.83;0.73
hostplus.gr;0.96;0.91;0.92;0.87
amlakbashi.com;0.84;0.77;0.83;0.87
libreshot.com;0.95;0.63;0.92;0.87
necrocanada.com;0.8;0.81;0.92;0.8
beta.communityinclusion.org;0.89;0.96;1;0.87
domainsorgulama.net;0.93;0.93;1;0.8
neutelings-riedijk.com;0.91;0.95;1;0.93
gogocarto.fr;0.84;0.8;0.82;0.87
euronics.es;0.74;1;1;1
stericyclecommunications.com;0.6;0.83;1;0.67
sciencex.com;0.96;0.79;1;0.93
ppunderwatersolutions.com;0.96;0.97;1;1
movies7.to;0.97;0.78;0.91;0.87
dribe.org;0.89;0.71;0.91;0.8
euroki.org;0.77;0.96;0.91;0.87
portaventuraworld.com;0.71;0.88;0.83;0.67
lalal.ai;0.82;0.91;1;0.87
megatone.net;0.44;0.9;0.91;0.69
radar.avrotros.nl;0.85;0.95;0.92;0.87
livelib.ru;0.69;0.66;0.83;0.6
fetish.com;0.9;0.74;0.92;0.73
marilynglenville.com;0.98;0.94;0.92;0.87
funtical.app;0.73;0.73;0.82;0.87
worddisk.com;0.9;0.78;1;0.87
vulners.com;0.53;0.82;0.91;0.8
snappyexchange.com;0.75;0.83;0.64;0.87
poisk-podbor.ru;0.97;1;1;1
nasrino.ir;0.72;0.82;0.82;0.8
errotica-archives.com;0.93;0.7;0.83;1
laola1.at;0.93;0.88;0.91;1
betflip.io;0.32;0.77;0.73;0.8
litemind.com;0.96;0.9;0.92;1
urbanasia.com;0.62;0.85;1;0.8
knack.be;0.69;0.68;0.75;0.67
sareesbazaar.com;0.79;0.64;0.83;0.73
hevrtl.com;0.92;1;1;0.93
vndicy.com;0.55;0.74;0.92;0.67
kimik.ir;0.95;0.64;0.92;0.93
fitternity.com;0.87;0.65;0.83;0.8
misionescuatro.com;0.82;0.86;0.92;0.6
sco.org.uk;0.97;0.92;0.91;0.93
pik.ru;0.53;0.62;0.91;0.73
nier.square-enix-games.com;0.27;0.84;0.82;0.8
autogaleria.pl;0.69;0.94;1;0.87
way.live;0.94;0.87;1;0.93
krasotkapro.ru;0.83;0.74;0.83;0.8
nicolitalia.com;0.93;0.99;0.82;0.93
hindilinks4u.to;0.96;0.87;1;0.8
memurpostasi.com;0.8;0.89;1;0.87
bishopsgate.org.uk;0.75;0.96;1;0.87
lightsourcewithin.com;0.99;0.85;0.91;1
waywrite.com;0.95;0.77;1;0.87
govregs.com;0.99;0.91;1;0.93
dcmedical.ro;0.48;0.86;0.92;0.8
101android.ru;0.97;0.86;1;0.87
uitinvlaanderen.be;0.26;0.84;0.91;0.87
vivawallet.com;0.5;0.76;0.64;0.87
resursbank.se;0.9;0.87;0.91;1
earth.org;0.68;0.79;0.92;0.87
epapoutsia.gr;0.75;0.81;0.82;0.73
nofluffjuststuff.com;0.82;0.96;1;1
apteka-ot-sklada.ru;0.61;0.88;0.92;0.8
tamotomatik.com;0.95;0.87;1;0.93
holtorfmed.com;0.84;0.74;0.82;0.93
stocklinedirect.com;0.87;0.86;0.91;0.87
casaone.com;0.8;0.85;0.92;0.87
visualeyes.design;0.91;0.84;0.92;0.87
heavytruckpits.com;0.69;0.97;0.91;0.93
otwarteklatki.pl;0.69;0.83;0.82;0.93
2foodtrippers.com;0.88;0.91;1;1
unipin.com;0.66;0.75;0.82;0.73
genealogieonline.nl;0.99;0.88;1;0.93
apivita.com;0.67;0.89;0.83;0.67
minecrafttr.com;0.54;0.85;0.92;0.73
creditsoup.com;0.77;0.84;1;0.8
martview.com;0.32;0.71;0.82;0.93
muchata.com;0.8;0.87;1;0.8
eur.zaful.com;0.67;0.83;0.83;0.6
geroubuzz.com;0.81;0.84;0.83;0.73
mobii.ai;0.23;0.77;0.82;0.87
fumento.com;0.89;0.84;0.82;0.93
murphygroup.com;0.83;0.93;0.82;0.8
bid4papers.com;0.99;0.71;0.83;0.93
skodacommunity.de;0.93;0.93;0.83;0.93
expii.com;0.9;0.77;1;1
shaadisaga.com;0.92;0.78;0.91;0.73
datingpeak.org;0.9;0.88;0.92;0.87
plazacutlery.com;0.96;0.87;0.91;1
aghanina.net;1;0.92;0.8;0.88
sepahanhamrah.com;0.67;0.85;0.75;0.87
hemington.com.tr;0.82;0.67;0.83;0.67
bloodyusa.ecwid.com;0.42;0.89;1;0.67
topprsiq.com;0.49;0.86;0.82;0.8
optimist.org;0.38;0.72;0.64;0.6
dobrota.ru;0.62;0.96;0.82;0.8
phpjabbers.com;0.95;0.98;0.91;0.8
arzcenter.com;0.85;0.79;0.82;0.87
very.ninja;0.97;0.94;0.75;0.87
hearty.me;0.68;0.54;0.73;0.87
jenonajetplane.com;0.9;0.84;0.92;0.87
rosamondgiffordzoo.org;0.71;0.82;0.75;0.73
oyunlar1.com;0.93;0.81;0.91;0.93
tobiz.net;0.67;0.65;0.9;0.67
trialandeater.com;0.96;0.98;1;0.93
karton.eu;0.87;0.76;0.67;0.87
24tv.ua;0.98;0.55;0.83;0.8
bancounion.com.bo;0.88;0.77;0.92;0.73
ehn.org;0.94;0.63;0.82;0.87
storytohear.com;0.63;0.86;0.92;0.73
mangolassi.it;0.98;0.81;0.83;0.87
turbobuick.com;0.76;0.82;1;0.73
computerforum.com;0.89;0.88;1;0.93
pokatim.ru;0.98;1;1;0.87
kostenlos.de;0.94;0.8;0.83;0.8
lesjours.fr;0.79;0.88;1;1
imghaste.com;1;0.97;1;1
kha.com.tr;0.49;0.86;0.82;0.6
emolument.com;0.76;0.8;0.92;0.87
vielfliegertreff.de;0.77;0.87;0.92;0.73
lavoixdunord.fr;0.66;0.62;0.75;0.53
brightcarbon.com;0.95;0.96;1;1
districttv.com.ng;0.55;0.86;0.83;0.67
underworldlive.com;0.97;0.91;1;0.73
metizsoft.com;0.86;0.98;0.92;0.8
fanverse.org;0.99;0.98;1;1
saintsreport.com;0.66;0.83;0.91;0.73
racedepartment.com;0.76;0.88;0.83;0.93
deco.fr;0.93;0.75;0.92;0.87
750g.com;0.75;0.83;0.91;0.73
allaboutphilosophy.org;0.98;0.96;0.83;0.93
kk.no;0.79;0.96;1;0.8
aviaforum.ru;0.94;0.88;1;0.93
digitalfactory.co.ao;0.53;0.96;1;0.8
savesubs.com;1;0.91;1;1
defected.com;0.59;0.8;0.82;0.8
gretastravels.com;0.9;0.94;0.92;1
gethome.ge;0.92;0.81;0.83;0.87
essonne.fr;0.79;0.79;0.83;0.8
bitsler.com;0.61;0.73;0.92;1
rockwellautomation.com;0.63;0.78;0.75;0.87
nemaloknig.net;0.8;0.82;0.91;0.73
finehomebuilding.com;0.83;0.68;0.75;0.8
matataki.io;0.33;0.74;1;0.73
lamusica.com;0.49;0.82;0.83;0.8
pggoodeveryday.com;0.55;0.85;0.92;0.8
wedding.pl;0.97;0.85;0.83;0.8
app.maker.co;0.74;1;1;0.93
signalvine.com;0.85;0.92;0.92;0.8
034portal.hr;0.46;0.72;0.67;0.67
commercemates.com;0.95;0.96;0.92;0.87
lostfilm-tv.ru;0.65;0.8;0.92;0.6
blankshirts.com;0.89;0.98;1;1
petcity.gr;0.47;0.82;0.75;0.87
themailorderbride.com;0.92;0.86;0.75;0.8
potret24.com;0.51;0.74;0.75;0.73
pressturk.com;0.69;0.82;0.92;0.8
tuvturkistasyonlari.com;0.83;0.98;0.91;0.87
ksivi.bz;0.7;0.87;0.92;0.8
wlz-online.de;0.96;0.96;0.92;0.81
ytro.ru;0.69;0.75;0.92;0.67
voyage-prive.es;0.94;0.92;0.92;0.87
boatclassifieds.us;0.88;0.88;1;0.73
zeroneutre.com;0.73;0.95;0.92;0.8
kosova-sot.info;0.81;0.7;0.91;0.67
skapiec.pl;0.84;0.87;0.92;0.67
greenbuildingadvisor.com;0.95;0.83;0.75;0.73
piccalil.li;0.96;1;1;1
hoblist.com;0.73;0.77;0.91;0.73
playalargoresort.com;0.77;0.93;0.92;0.8
radixweb.com;0.8;0.96;0.92;0.93
en.facebookbrand.com;0.95;1;0.92;0.93
playbooklife.com;0.56;0.74;0.75;0.6
unblocksource.org;0.93;0.8;1;0.8
blackagendareport.com;0.99;0.82;0.83;0.73
safezone.cc;0.97;0.85;1;0.87
gandalf.com.pl;0.9;0.7;0.75;0.87
tusacordes.com;0.82;0.82;1;0.8
grantorrents.org;0.88;0.8;0.92;1
moj-posao.net;0.78;0.8;0.82;0.67
marieforleobschool.com;0.63;0.98;0.9;0.87
evo-web.co.uk;0.95;0.95;0.92;1
amberescoin.com;0.95;0.94;1;0.73
forums.nethergames.org;0.65;0.84;1;0.8
offdecor.com;0.65;0.81;0.73;0.8
ausmed.com;0.62;0.96;1;0.67
vnet.sk;0.71;0.86;0.8;0.93
lintasarta.net;0.52;0.85;0.75;0.6
al-batal.com;0.59;0.8;1;0.87
cablestogo.com;0.77;0.89;0.92;0.93
rowohlt.de;0.66;0.87;0.92;0.93
robostas.com;0.94;0.64;0.92;0.8
prinmedia.ru;0.79;0.73;0.73;0.8
planetahuerto.es;0.68;0.72;0.83;0.8
xn--b1afakdgpzinidi6e.xn--p1ai;0.58;0.81;0.92;0.8
safestbettingsites.com;0.99;0.88;0.83;0.93
zingst.de;0.94;0.97;1;0.93
stroyshopper.ru;0.99;0.86;0.91;0.73
hostnoc.com;0.87;0.76;0.75;0.87
nuro.ai;0.91;0.8;0.92;0.93
minnpost.com;0.82;0.98;1;0.87
hawalili.com;0.77;0.65;0.92;0.73
patrickwatertor.com;0.97;0.97;1;1
wtatennis.com;0.92;0.78;0.92;0.8
gameworld.gr;0.36;0.59;0.82;0.6
faramoallem.com;0.8;0.74;0.92;0.8
stingynomads.com;0.91;0.95;0.92;0.8
embarcados.com.br;0.51;0.95;0.83;0.73
onprintshop.com;0.8;0.95;0.83;0.87
imagendelosvallecaucanos.com;0.95;0.97;1;1
prabhatkhabar.com;0.69;0.75;1;0.8
hotclout.com;0.92;0.85;0.8;0.87
retipster.com;0.69;0.82;0.75;0.67
autotrader.com.au;0.59;0.77;0.92;0.8
ccpost.co;0.52;0.8;0.67;0.8
topgames.com;0.84;0.64;0.82;0.73
mahiroffice.com;0.73;0.88;1;0.87
suabogadoespecialista.es;0.98;0.88;1;0.93
imagejournal.org;0.63;0.79;0.92;0.87
wunderground.com;0.6;0.91;0.92;0.73
oodji.com;0.8;0.81;0.82;0.73
music.ch;0.88;0.74;0.82;0.87
siegessaeule.de;0.97;0.85;1;0.73
khuba.in;0.95;0.88;0.91;0.93
learn.uno;0.89;0.9;0.92;0.87
jmperezperez.com;1;1;0.92;1
point2homes.com;0.91;1;0.73;0.8
nobitex.ir;0.75;0.97;1;0.87
lalingerie.co.kr;0.58;0.82;0.75;0.73
jakartakerja.com;0.8;0.8;0.83;0.93
sunshineecocleaningservices.com.au;0.49;0.74;0.83;0.87
sarahscoop.com;0.94;0.92;0.83;0.93
unsplash.com;0.96;0.74;0.92;0.93
helsinginuutiset.fi;0.74;0.87;1;0.67
schrankmonster.de;0.95;0.88;0.82;0.93
spy.com;0.79;0.81;0.92;0.67
xxxdomashka.site;0.94;0.78;0.92;0.73
hiveworkshop.com;0.5;0.81;0.7;0.8
homepartners.com;0.57;0.75;0.73;0.73
livenewschat.eu;0.92;0.95;0.92;1
oceanfinance.co.uk;0.93;0.96;0.82;0.93
den.social;0.64;0.84;1;0.93
wav-library.net;0.75;0.66;0.92;0.73
bhojpurisavan.in;1;0.97;0.92;0.93
manchestereveningnews.co.uk;0.71;0.93;0.91;0.73
ntcompatible.com;0.75;0.86;0.83;0.8
homeindexer.ca;0.79;1;0.92;0.87
easycheesyvegetarian.com;0.86;0.94;0.91;1
designbyhumans.com;0.87;0.93;0.73;0.8
livup.com.br;0.83;0.93;1;0.8
balkanforum.info;0.95;0.89;1;1
engen.co.za;0.57;0.79;0.82;0.87
orchard.vn;0.62;0.79;0.92;0.87
izmirgundemi.net;0.77;0.74;0.92;0.73
niusdiario.es;0.24;0.66;1;0.73
roimachines.com;0.44;0.97;0.83;0.73
ibeautystore.com;0.57;0.83;0.83;0.67
tia-ostrova.ru;0.76;0.69;1;0.73
purina.co.uk;0.68;0.9;1;0.87
creativo.one;0.67;0.76;0.82;0.73
jklm.fun;0.99;0.71;0.9;1
tuchola.pl;0.79;0.98;0.92;1
affordabletours.com;0.91;0.86;0.92;0.93
skyup.aero;0.96;0.77;1;0.93
edvido.com;0.7;0.71;0.92;0.73
dronten.nl;0.93;1;1;0.87
uhc2030.org;0.8;1;0.92;0.93
freeads.world;0.68;0.67;0.75;0.87
monsieurtshirt.com;0.82;0.69;1;1
ibelieve.com;0.93;0.78;0.91;0.6
hotsale.com.mx;0.24;0.68;0.91;0.73
jules.com;0.76;0.92;0.92;0.8
sudouest.fr;0.62;0.72;0.92;0.8
usaveservices.com;0.86;0.92;0.9;0.93
entreparticuliers.com;0.79;0.87;1;1
blackcarburning.com;0.98;0.98;0.91;1
rabani.com;0.81;0.88;0.92;0.73
politis.fr;0.79;0.73;0.82;0.8
zarina.ru;0.59;0.73;0.91;0.73
audiotool.com;0.67;0.54;0.91;0.73
arabfx.net;0.87;0.93;1;0.87
komodoplatform.com;0.99;0.96;0.91;1
gon.com;0.61;0.86;0.58;0.73
easyship.com;0.86;0.88;0.92;0.87
aigitali.com;0.59;0.87;1;0.87
svenskaspel.se;0.92;0.95;0.91;0.8
appgratuita.it;0.76;0.75;0.92;0.67
racunalo.com;0.87;0.82;0.92;0.67
liwli.ru;0.93;0.48;0.83;0.6
farrer.co.uk;0.71;0.87;0.92;0.73
diypassion.com;0.96;0.95;0.91;0.93
daroukhane24.com;0.38;0.73;0.91;0.87
travelxl.nl;0.82;0.86;0.83;0.67
onenews.ph;0.61;0.8;1;0.87
bolttech.co.th;0.86;0.78;1;0.87
goodnovel.com;0.53;0.84;0.64;0.93
sevvey.com;0.76;0.76;0.91;0.73
goteborgenergi.se;0.68;0.97;0.91;0.93
eromanga-yoru.com;0.85;0.82;0.91;0.87
fotopolis.pl;0.5;0.79;0.91;0.67
drillster.com;0.55;0.84;0.75;0.87
mavenecommerce.com;0.99;0.97;0.92;0.73
tube8.com;0.97;0.93;0.75;0.87
legofoundation.com;0.95;0.88;0.91;1
guidesforbrides.co.uk;0.74;0.77;0.73;0.93
hexed.it;1;0.78;1;0.93
spartan-english.jp;0.43;0.84;1;0.87
secunda.com.ua;0.62;0.7;0.83;0.73
koorong.com;0.63;0.89;1;0.8
minhshop.vn;0.44;0.83;0.92;0.73
taxbit.com;0.95;0.89;0.82;0.87
airydress.com;0.52;0.77;0.92;0.6
capetimes.co.za;0.76;0.96;0.75;0.67
analystforum.com;0.94;1;1;1
mytopdeals.net;0.86;0.81;0.83;0.73
krasnodarmedia.su;0.43;0.8;0.91;0.67
nobita.me;0.95;0.78;0.91;0.93
adrenaline.com.br;0.95;0.79;1;0.73
agriviet.com;0.67;0.76;0.91;0.87
rewardpay.com;0.58;0.86;0.92;0.87
syndicaster.tv;1;0.98;0.9;1
luatquanghuy.vn;0.85;1;1;0.93
visitsoutherndelaware.com;0.34;0.76;0.73;0.8
jainjas.com;0.75;0.89;0.83;0.8
fcporto.pt;0.53;0.69;0.64;0.73
yutainvest.com;0.58;0.85;1;0.8
budujemydom.pl;0.68;0.83;0.92;0.73
winebuyers.com;0.7;0.7;0.82;0.8
seguonews.it;0.91;0.78;0.92;0.73
flonga.com;0.93;0.81;0.91;0.93
hoiclue.jp;0.5;0.86;0.75;0.67
wherethesmileshavebeen.com;0.94;0.88;0.92;0.93
xbts.io;0.66;0.75;0.82;0.87
games2girls.com;0.91;0.81;0.91;0.93
clubmitsul200.com;0.76;0.54;0.82;0.6
backroadramblers.com;0.99;0.97;0.92;0.93
telunjuk.com;0.47;0.77;0.92;0.53
9xbuddy.in;0.96;0.98;0.83;1
rec.net;0.34;0.78;0.91;0.87
klarmobil.de;0.82;0.9;1;0.93
kontestacja.com;0.96;0.95;1;0.87
colmar.fr;0.7;0.63;0.83;0.67
phones7.com;0.96;0.72;0.92;0.93
m.muzofan.net;0.94;0.64;0.92;0.73
sorularlaislamiyet.com;0.83;0.7;0.83;0.87
lepetitvapoteur.com;0.37;0.79;0.92;0.8
laopinion.com;0.95;0.86;1;0.93
cobra.fr;0.8;0.86;1;0.8
basalam.com;0.24;0.66;0.92;0.87
eaomedia.ru;0.57;0.72;0.91;0.67
sexe-libre.org;1;0.69;0.92;0.67
nusantaratv.com;0.46;0.7;0.92;0.73
wolinka.com.tr;0.56;0.98;1;0.93
penuliscilik.com;0.57;0.98;0.92;0.8
virtualverse.one;0.86;0.87;1;0.87
carpassion.vn;0.48;0.91;1;0.93
lankydan.dev;0.99;0.94;1;1
karaman.net.tr;0.92;0.84;0.92;1
pomodoro-tracker.com;0.82;0.78;1;0.8
clarity.design;0.85;0.91;1;0.93
stefanvd.net;0.99;0.88;1;0.87
bauen.de;0.84;0.94;0.92;0.93
billease.ph;0.63;0.94;0.82;0.8
joma-sport.com;0.87;0.61;0.73;0.6
unicreditbank.ru;0.44;0.63;1;0.8
nordwestbahn.de;0.84;0.89;1;0.93
ugamezone.com;0.87;0.78;0.83;0.8
rade.ir;0.78;0.82;0.92;0.8
galiani.de;0.8;0.87;0.92;0.93
talkguest.com;0.93;0.8;0.91;1
diariodechiapas.com;0.58;0.89;0.91;0.53
blueskystudy.org;0.83;0.67;0.83;0.93
milanuncios.com;0.98;0.8;0.92;0.87
diariohuarpe.com;0.25;0.76;0.83;0.47
werra-rundschau.de;0.98;0.96;0.92;0.88
elmah.io;0.65;0.91;1;1
trueriders.it;0.97;0.77;0.92;0.73
printfeed.org;0.81;0.83;0.83;0.6
metageek.com;0.81;0.88;1;0.93
gaudiumpress.org;0.71;0.79;0.83;0.6
nyon.ch;0.83;0.79;1;0.87
offtopic.com;0.93;0.85;0.92;1
